Index,url,Absolute reduction,Max. continuous torque (Nm),Max. efficiency (%),Width (mm),Weight (g),Outer diameter (mm)
173,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LN/GPX14LNKLSL1526CPLW,19837224/13000,0.24,65.0,30.3,23,14.0
174,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LN/GPX14LNKLSL16D0CPLW,5625/361,0.16,80.0,20.8,19,14.0
175,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LN/GPX14LNKLSL26D0CPLW,4950/190,0.16,80.0,20.8,19,14.0
176,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LN/GPX14LNKLSL35D0CPLW,4554/130,0.16,80.0,20.8,19,14.0
177,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LN/GPX14LNKLSL62D0CPLW,421875/6859,0.2,75.0,25.5,21,14.0
178,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LZ/GPX14LZKLSL0150CPLW,328509/2197,0.25,75.0,25.5,21,14.0
179,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LZ/GPX14LZKLSL0231CPLW,300564/1300,0.25,75.0,25.5,21,14.0
180,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LZ/GPX14LZKLSL0243CPLW,31640625/130321,0.3,65.0,30.3,23,14.0
181,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LZ/GPX14LZKLSL0734CPLW,23566950/32110,0.3,65.0,30.3,23,14.0
182,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LZ/GPX14LZKLSL1526CPLW,19837224/13000,0.3,65.0,30.3,23,14.0
183,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LZ/GPX14LZKLSL16D0CPLW,5625/361,0.2,80.0,20.8,19,14.0
184,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LZ/GPX14LZKLSL26D0CPLW,4950/190,0.2,80.0,20.8,19,14.0
185,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LZ/GPX14LZKLSL35D0CPLW,4554/130,0.2,80.0,20.8,19,14.0
186,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LZ/GPX14LZKLSL62D0CPLW,421875/6859,0.25,75.0,25.5,21,14.0
187,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-A/GPX16AAKLSL0150CPLW,328509/2197,0.35,75.0,25.7,27,16.0
188,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-A/GPX16AAKLSL0231CPLW,300564/1300,0.35,75.0,25.7,27,16.0
189,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-A/GPX16AAKLSL0243CPLW,31640625/130321,0.45,65.0,30.5,31,16.0
190,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-A/GPX16AAKLSL03D9CPLW,75/19,0.2,90.0,15.8,20,16.0
191,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-A/GPX16AAKLSL06D6CPLW,66/10,0.2,90.0,15.8,20,16.0
192,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-A/GPX16AAKLSL0734CPLW,23566950/32110,0.45,65.0,30.5,31,16.0
193,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-A/GPX16AAKLSL1526CPLW,19837224/13000,0.45,65.0,30.5,31,16.0
194,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-A/GPX16AAKLSL16D0CPLW,5625/361,0.25,80.0,20.8,25,16.0
195,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-A/GPX16AAKLSL26D0CPLW,4950/190,0.25,80.0,20.8,25,16.0
196,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-A/GPX16AAKLSL44D0CPLW,4356/100,0.25,80.0,20.8,25,16.0
197,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-A/GPX16AAKLSL62D0CPLW,421875/6859,0.35,75.0,25.7,27,16.0
198,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-C/GPX16CAKLSL0150CPLW,328509/2197,0.47,75.0,25.7,27,16.0
199,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-C/GPX16CAKLSL0231CPLW,300564/1300,0.47,75.0,25.7,27,16.0
200,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-C/GPX16CAKLSL0243CPLW,31640625/130321,0.6,65.0,30.5,31,16.0
201,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-C/GPX16CAKLSL03D9CPLW,75/19,0.27,90.0,15.8,20,16.0
202,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-C/GPX16CAKLSL06D6CPLW,66/10,0.27,90.0,15.8,20,16.0
203,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-C/GPX16CAKLSL0734CPLW,23566950/32110,0.6,65.0,30.5,31,16.0
204,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-C/GPX16CAKLSL1526CPLW,19837224/13000,0.6,65.0,30.5,31,16.0
205,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-C/GPX16CAKLSL16D0CPLW,5625/361,0.33,80.0,20.8,25,16.0
206,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-C/GPX16CAKLSL26D0CPLW,4950/190,0.33,80.0,20.8,25,16.0
207,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-C/GPX16CAKLSL44D0CPLW,4356/100,0.33,80.0,20.8,25,16.0
208,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-C/GPX16CAKLSL62D0CPLW,421875/6859,0.47,75.0,25.7,27,16.0
209,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP/GPX16HPKLSL0150CPLW,328509/2197,0.8,65.0,30.9,37,16.0
210,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP/GPX16HPKLSL0231CPLW,300564/1300,0.8,65.0,30.9,37,16.0
211,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-HP/GPX16HPKLSL0243CPLW,31640625/130321,0.9,55.0,35.7,39,16.0
212,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-HP/GPX16HPKLSL0734CPLW,23566950/32110,0.9,55.0,35.7,39,16.0
213,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-HP/GPX16HPKLSL1526CPLW,19837224/13000,0.9,55.0,35.7,39,16.0
214,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP/GPX16HPKLSL16D0CPLW,5625/361,0.55,75.0,25.9,32,16.0
215,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP/GPX16HPKLSL26D0CPLW,4950/190,0.55,75.0,25.9,32,16.0
216,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP/GPX16HPKLSL44D0CPLW,4356/100,0.55,75.0,25.9,32,16.0
217,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP/GPX16HPKLSL62D0CPLW,421875/6859,0.8,65.0,30.9,37,16.0
218,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-HS/GPX16HSKLSL03D9CPSC,75/19,0.045,85.0,27.7,27,16.0
219,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-HS/GPX16HSKLSL06D6CPSC,66/10,0.045,85.0,27.7,27,16.0
220,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HS/GPX16HSKLSL16D0CPSC,5625/361,0.11,80.0,35.1,35,16.0
221,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HS/GPX16HSKLSL26D0CPSC,4950/190,0.11,80.0,35.1,35,16.0
222,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HS/GPX16HSKLSL44D0CPSC,4356/100,0.11,80.0,35.1,35,16.0
223,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL0150CPLW,328509/2197,0.28,75.0,25.7,27,16.0
224,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL0231CPLW,300564/1300,0.28,75.0,25.7,27,16.0
225,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0243CPLW,31640625/130321,0.36,65.0,30.5,31,16.0
226,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-LN/GPX16LNKLSL03D9CPLW,75/19,0.16,90.0,15.8,20,16.0
227,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-LN/GPX16LNKLSL06D6CPLW,66/10,0.16,90.0,15.8,20,16.0
228,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0734CPLW,23566950/32110,0.36,65.0,30.5,31,16.0
229,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL1526CPLW,19837224/13000,0.36,65.0,30.5,31,16.0
230,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LN/GPX16LNKLSL16D0CPLW,5625/361,0.2,80.0,20.8,25,16.0
231,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LN/GPX16LNKLSL26D0CPLW,4950/190,0.2,80.0,20.8,25,16.0
232,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LN/GPX16LNKLSL44D0CPLW,4356/100,0.2,80.0,20.8,25,16.0
233,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL62D0CPLW,421875/6859,0.28,75.0,25.7,27,16.0
234,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL0150CPLW,328509/2197,0.35,75.0,25.7,27,16.0
235,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL0231CPLW,300564/1300,0.35,75.0,25.7,27,16.0
236,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0243CPLW,31640625/130321,0.45,65.0,30.5,31,16.0
237,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0734CPLW,23566950/32110,0.45,65.0,30.5,31,16.0
238,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL1526CPLW,19837224/13000,0.45,65.0,30.5,31,16.0
239,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL16D0CPLW,5625/361,0.25,80.0,20.8,25,16.0
240,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL26D0CPLW,4950/190,0.25,80.0,20.8,25,16.0
241,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL35D0CPLW,4554/130,0.25,80.0,20.8,25,16.0
242,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL44D0CPLW,4356/100,0.25,80.0,20.8,25,16.0
243,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL62D0CPLW,421875/6859,0.35,75.0,25.7,27,16.0
244,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-M1/GPX16M1KLSL03D9CPSC,75/19,0.045,85.0,35.3,37,16.0
245,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-M1/GPX16M1KLSL06D6CPSC,66/10,0.045,85.0,35.3,37,16.0
246,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-M1/GPX16M1KLSL16D0CPSC,5625/361,0.11,80.0,42.7,45,16.0
247,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-M1/GPX16M1KLSL26D0CPSC,4950/190,0.11,80.0,42.7,45,16.0
248,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-M1/GPX16M1KLSL44D0CPSC,4356/100,0.11,80.0,42.7,45,16.0
249,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL0150CPLW,328509/2197,0.8,65.0,39.7,47,16.0
250,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL0231CPLW,300564/1300,0.8,65.0,39.7,47,16.0
251,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-HP-STES/GPX16M2KLSL03D9CPLW,75/19,0.4,85.0,27.8,36,16.0
252,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-HP-STES/GPX16M2KLSL06D6CPLW,66/10,0.4,85.0,27.8,36,16.0
253,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP-STES/GPX16M2KLSL16D0CPLW,5625/361,0.55,75.0,34.7,42,16.0
254,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP-STES/GPX16M2KLSL26D0CPLW,4950/190,0.55,75.0,34.7,42,16.0
255,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP-STES/GPX16M2KLSL44D0CPLW,4356/100,0.55,75.0,34.7,42,16.0
256,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL62D0CPLW,421875/6859,0.8,65.0,39.7,47,16.0
257,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-A/GPX19AAKLSL0150CPLW,328509/2197,0.65,75.0,27.0,43,19.0
258,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-A/GPX19AAKLSL0231CPLW,300564/1300,0.65,75.0,27.0,43,19.0
259,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-A/GPX19AAKLSL0243CPLW,31640625/130321,0.8,65.0,36.2,55,19.0
260,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-A/GPX19AAKLSL03D9CPLW,75/19,0.35,90.0,16.9,30,19.0
261,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-A/GPX19AAKLSL06D6CPLW,66/10,0.35,90.0,16.9,30,19.0
262,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-A/GPX19AAKLSL0734CPLW,23566950/32110,0.8,65.0,36.2,55,19.0
263,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-A/GPX19AAKLSL1526CPLW,19837224/13000,0.8,65.0,36.2,55,19.0
264,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-A/GPX19AAKLSL16D0CPLW,5625/361,0.45,80.0,22.9,40,19.0
265,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-A/GPX19AAKLSL26D0CPLW,4950/190,0.45,80.0,22.9,40,19.0
266,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-A/GPX19AAKLSL35D0CPLW,4554/130,0.45,80.0,22.9,40,19.0
267,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-A/GPX19AAKLSL62D0CPLW,421875/6859,0.65,75.0,27.0,43,19.0
268,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-C/GPX19CAKLSL0150CPLW,328509/2197,0.86,75.0,27.0,43,19.0
269,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-C/GPX19CAKLSL0231CPLW,300564/1300,0.86,75.0,27.0,43,19.0
270,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-C/GPX19CAKLSL0243CPLW,31640625/130321,1.05,65.0,36.2,55,19.0
271,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-C/GPX19CAKLSL03D9CPLW,75/19,0.47,90.0,16.9,30,19.0
272,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-C/GPX19CAKLSL06D6CPLW,66/10,0.47,90.0,16.9,30,19.0
273,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-C/GPX19CAKLSL0734CPLW,23566950/32110,1.05,65.0,36.2,55,19.0
274,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-C/GPX19CAKLSL1526CPLW,19837224/13000,1.05,65.0,36.2,55,19.0
275,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-C/GPX19CAKLSL16D0CPLW,5625/361,0.6,80.0,22.9,40,19.0
276,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-C/GPX19CAKLSL26D0CPLW,4950/190,0.6,80.0,22.9,40,19.0
277,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-C/GPX19CAKLSL35D0CPLW,4554/130,0.6,80.0,22.9,40,19.0
278,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-C/GPX19CAKLSL62D0CPLW,421875/6859,0.86,75.0,27.0,43,19.0
279,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-HP/GPX19HPKLSL0150CPLW,328509/2197,1.6,65.0,37.0,61,19.0
280,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-HP/GPX19HPKLSL0231CPLW,300564/1300,1.6,65.0,37.0,61,19.0
281,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-HP/GPX19HPKLSL0243CPLW,31640625/130321,2.0,55.0,41.0,63,19.0
282,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-HP/GPX19HPKLSL0734CPLW,23566950/32110,2.0,55.0,41.0,63,19.0
283,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-HP/GPX19HPKLSL1526CPLW,19837224/13000,2.0,55.0,41.0,63,19.0
284,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-HP/GPX19HPKLSL16D0CPLW,5625/361,0.9,75.0,31.0,51,19.0
285,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-HP/GPX19HPKLSL26D0CPLW,4950/190,0.9,75.0,31.0,51,19.0
286,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-HP/GPX19HPKLSL35D0CPLW,4554/130,0.9,75.0,31.0,51,19.0
287,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-HP/GPX19HPKLSL62D0CPLW,421875/6859,1.6,65.0,37.0,61,19.0
288,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-HS/GPX19HSKLSL03D9CPSC,75/19,0.08,85.0,31.4,41,19.0
289,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-HS/GPX19HSKLSL06D6CPSC,66/10,0.08,85.0,31.4,41,19.0
290,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-HS/GPX19HSKLSL16D0CPSC,5625/361,0.2,80.0,40.3,54,19.0
291,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-HS/GPX19HSKLSL26D0CPSC,4950/190,0.2,80.0,40.3,54,19.0
292,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-HS/GPX19HSKLSL44D0CPSC,4356/100,0.2,80.0,40.3,54,19.0
293,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-LN/GPX19LNKLSL0150CPLW,328509/2197,0.52,75.0,27.0,43,19.0
294,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-LN/GPX19LNKLSL0231CPLW,300564/1300,0.52,75.0,27.0,43,19.0
295,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-LN/GPX19LNKLSL0243CPLW,31640625/130321,0.64,90.0,31.0,55,19.0
296,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-LN/GPX19LNKLSL03D9CPLW,75/19,0.28,90.0,16.9,30,19.0
297,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-LN/GPX19LNKLSL06D6CPLW,66/10,0.28,90.0,16.9,30,19.0
298,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-LN/GPX19LNKLSL0734CPLW,23566950/32110,0.64,90.0,36.2,55,19.0
299,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-LN/GPX19LNKLSL1526CPLW,19837224/13000,0.64,90.0,36.2,55,19.0
300,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-LN/GPX19LNKLSL16D0CPLW,5625/361,0.36,80.0,22.9,40,19.0
301,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-LN/GPX19LNKLSL26D0CPLW,4950/190,0.36,80.0,22.9,40,19.0
302,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-LN/GPX19LNKLSL35D0CPLW,4554/130,0.36,80.0,22.9,40,19.0
303,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-LN/GPX19LNKLSL62D0CPLW,421875/6859,0.52,75.0,27.0,43,19.0
304,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-LZ/GPX19LZKLSL0150CPLW,328509/3197,0.65,75.0,27.0,43,19.0
305,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-LZ/GPX19LZKLSL0231CPLW,300564/1300,0.65,75.0,27.0,43,19.0
306,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-LZ/GPX19LZKLSL0243CPLW,31640625/130321,0.8,65.0,31.0,55,19.0
307,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-LZ/GPX19LZKLSL0734CPLW,23566950/32110,0.8,65.0,36.2,55,19.0
308,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-4-Stufig-LZ/GPX19LZKLSL1526CPLW,19837224/13000,0.8,65.0,36.2,55,19.0
309,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-LZ/GPX19LZKLSL16D0CPLW,5625/361,0.45,80.0,22.9,40,19.0
310,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-LZ/GPX19LZKLSL26D0CPLW,4950/190,0.45,80.0,22.9,40,19.0
311,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-LZ/GPX19LZKLSL35D0CPLW,4554/130,0.45,80.0,22.9,40,19.0
312,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-LZ/GPX19LZKLSL62D0CPLW,421875/6859,0.65,75.0,27.0,43,19.0
313,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-M1/GPX19M1KLSL03D9CPSC,75/19,0.08,85.0,39.2,56,19.0
314,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-1-Stufig-M1/GPX19M1KLSL06D6CPSC,66/10,0.08,85.0,39.2,56,19.0
315,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-M1/GPX19M1KLSL16D0CPSC,5625/361,0.2,80.0,48.1,69,19.0
316,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-M1/GPX19M1KLSL26D0CPSC,4950/190,0.2,80.0,48.1,69,19.0
317,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-2-Stufig-M1/GPX19M1KLSL44D0CPSC,4356/100,0.2,80.0,48.1,69,19.0
318,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-A/GPX22AAKLSL0150CPLW,328509/2197,1.2,74.0,32.2,67,22.0
319,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-A/GPX22AAKLSL0231CPLW,300564/1300,1.2,74.0,32.2,67,22.0
